"","id","host_id","host_listings_count","latitude","longitude","accommodates","bathrooms","beds","price","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_l30d","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","d_TV","d_hot_tub","d_wifi","d_gym","d_sound_system","d_dishwasher","d_pool","d_balcony","d_fridge","d_stove","d_coffee_machine","d_good_view","d_hair_dryer","d_air_conditioner","d_breakfast","d_wardrobe","f_property_type","f_neighbourhood_group_cleansed","f_neighbourhood_cleansed","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","n_days_since","f_bathroom","f_number_of_reviews","f_minimum_nights","accommodates2","ln_accommodates","ln_accommodates2","ln_beds","ln_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","n_days_since2","n_days_since3","ln_review_scores_rating"
"1232",12248434,16572765,4,34.10297,-118.30079,2,1,2,179,30,1125,1,30,60,90,365,45,0,4.84,0,3,0.58,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,"Entire Unit","City of Los Angeles","Los Feliz",0,1,1,2345,2,2,3,4,0.693147180559945,0.480453013918201,0.693147180559945,3.8286413964891,7.76046702921342,60.2248485115086,467.372951212935,5499025,12895213625,1.57691472072854
"1233",12428036,18173189,1,33.99667,-118.44651,2,1,1,150,30,1125,1,0,0,0,0,1,0,0,0,1,0.01,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Venice",0,1,1,2376,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,7.77359446736019,60.428770942973,469.748759471672,5645376,13413413376,-Inf
"1234",12888163,38774068,7,34.09512,-118.27347,2,1,1,63,30,365,1,27,57,87,267,15,0,4.33,0,4,0.27,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,"Entire Unit","City of Los Angeles","Silver Lake",1,1,1,1686,2,2,3,4,0.693147180559945,0.480453013918201,0,2.77258872223978,7.43070708254597,55.2154077465988,410.289521408315,2842596,4792616856,1.4655675420144
"1235",12890799,52570262,2,34.07967,-118.39071,4,1,2,245,1,1125,1,14,41,64,64,69,0,4.86,0,2,0.87,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,"Entire Unit","Other Cities","Beverly Hills",0,1,1,2385,2,3,1,16,1.38629436111989,1.92181205567281,0.693147180559945,4.24849524204936,7.77737360265786,60.4875401553193,470.434198093688,5688225,13566416625,1.5810384379124
"1236",12891255,68672147,23,34.01609,-118.49247,2,1,1,85,31,1125,1,0,0,0,0,13,0,4.85,0,19,0.17,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,"Entire Unit","Other Cities","Santa Monica",1,0,1,2350,2,2,3,4,0.693147180559945,0.480453013918201,0,2.63905732961526,7.76259604854007,60.2578974128099,467.757716350011,5522500,12977875000,1.57897870494939
"1237",12891963,10785428,1,33.87684,-118.4054,2,1,1,250,5,30,1,14,18,18,18,6,0,5,1,1,0.38,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,"Entire Unit","Other Cities","Hermosa Beach",0,1,1,471,2,2,3,4,0.693147180559945,0.480453013918201,0,1.94591014905531,6.15697898558556,37.9083902289421,233.401162016973,221841,104487111,1.6094379124341
"1238",12892469,70590218,1,33.96946,-118.42789,2,1,1,99,30,1125,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,"Entire Unit","City of Los Angeles","Playa Vista",0,0,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"1239",12712734,36686276,1,33.85844,-118.40046,2,1,1,104,5,1125,1,0,0,0,0,3,0,4.67,0,1,0.04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","Other Cities","Hermosa Beach",0,1,1,2378,2,2,3,4,0.693147180559945,0.480453013918201,0,1.38629436111989,7.77443551030296,60.4418475038596,469.901245542322,5654884,13447314152,1.54115907168081
"1240",12714479,69128663,1,33.84185,-118.38966,4,1,1,105,21,1125,1,7,16,16,64,12,0,5,0,1,0.15,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,"Entire Unit","Other Cities","Redondo Beach",0,0,1,2382,2,2,3,16,1.38629436111989,1.92181205567281,0,2.56494935746154,7.77611547709874,60.4679719131746,470.205932262809,5673924,13515286968,1.6094379124341
"1241",13013212,71805340,2,34.05909,-118.25099,5,2,5,99,30,300,1,0,0,0,0,182,0,4.64,0,2,2.28,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,"Entire Unit","City of Los Angeles","Downtown",1,1,1,2389,3,3,3,25,1.6094379124341,2.59029039398023,1.6094379124341,5.20948615284142,7.77904864492556,60.5135978201181,470.73822112216,5707321,13634789869,1.53471436623816
"1242",13019645,12775472,1,34.02016,-118.50054,2,1.5,1,225,2,19,1,0,1,1,1,27,0,4.96,1,1,0.34,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,"Entire Unit","Other Cities","Santa Monica",0,0,1,2368,2,2,2,4,0.693147180559945,0.480453013918201,0,3.3322045101752,7.77022320415879,60.3763686424476,469.137860608391,5607424,13278380032,1.60140574073684
"1243",13019816,34066015,2,34.04385,-118.43113,2,1,1,135,30,1125,1,30,60,88,347,192,0,4.9,0,2,2.48,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,"Entire Unit","City of Los Angeles","West Los Angeles",1,1,1,2319,2,3,3,4,0.693147180559945,0.480453013918201,0,5.26269018890489,7.74932246466036,60.0519986612897,465.362302273685,5377761,12471027759,1.58923520511658
"1244",12902288,70682388,1,33.9962,-118.42541,3,1,1,75,30,1125,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","City of Los Angeles","Del Rey",0,0,1,0,2,1,3,9,1.09861228866811,1.20694896081258,0,0,0,0,0,0,0,-Inf
"1245",12737942,69271513,1,33.77341,-118.19323,6,2,2,76,31,1125,0,0,0,0,0,7,0,4.71,0,1,0.09,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Entire Unit","Other Cities","Long Beach",0,0,1,2391,3,2,3,36,1.79175946922805,3.2104019955684,0.693147180559945,2.07944154167984,7.77988511507052,60.5266124036959,470.890090905156,5716881,13669062471,1.54968790802833
"1246",13031958,72020869,2,33.99615,-118.47211,3,1,2,232,31,90,1,17,43,43,264,207,0,4.96,1,2,2.6,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Venice",1,1,1,2390,2,3,3,9,1.09861228866811,1.20694896081258,0.693147180559945,5.33753807970132,7.77946696745832,60.5201062977752,470.814167810609,5712100,13651919000,1.60140574073684
"1247",12762003,15102632,1,34.04369,-118.26281,6,2,2,214,30,1125,1,0,0,0,0,22,0,4.8,0,1,0.28,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,"Loft","City of Los Angeles","Downtown",0,1,1,2390,3,2,3,36,1.79175946922805,3.2104019955684,0.693147180559945,3.13549421592915,7.77946696745832,60.5201062977752,470.814167810609,5712100,13651919000,1.56861591791385
"1248",12915673,68717662,1,34.08951,-118.31141,4,1,2,65,30,1125,0,0,0,0,0,4,0,4,0,1,0.05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,2396,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.6094379124341,7.78197323443438,60.5591074214532,471.269353054985,5740816,13754995136,1.38629436111989
"1249",12778021,69528436,1,34.09376,-118.3343,3,1,2,110,30,1125,0,0,0,0,0,49,0,4.75,0,1,0.61,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,2394,2,2,3,9,1.09861228866811,1.20694896081258,0.693147180559945,3.91202300542815,7.78113850984502,60.5461165093931,471.117718792802,5731236,13720578984,1.55814461804655
"1250",13041397,72126338,5,33.99443,-118.47656,2,1,1,75,350,350,1,27,57,87,362,69,0,4.41,0,5,0.9,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,"Entire Unit","City of Los Angeles","Venice",0,1,1,2287,2,3,3,4,0.693147180559945,0.480453013918201,0,4.24849524204936,7.73543335249969,59.8369291509646,462.864577465532,5230369,11961853903,1.48387468945875
"1251",12794929,95286,1,33.99127,-118.47601,6,2,2,236,30,1125,1,30,60,90,365,93,0,4.25,0,1,1.16,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,"Entire Unit","City of Los Angeles","Venice",0,1,1,2396,3,3,3,36,1.79175946922805,3.2104019955684,0.693147180559945,4.54329478227,7.78197323443438,60.5591074214532,471.269353054985,5740816,13754995136,1.44691898293633
"1252",12806777,4408682,1,33.98725,-118.40781,3,1,1,108,30,1125,1,0,0,0,0,1,0,4,0,1,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","City of Los Angeles","Playa Vista",0,1,1,2382,2,2,3,9,1.09861228866811,1.20694896081258,0,0.693147180559945,7.77611547709874,60.4679719131746,470.205932262809,5673924,13515286968,1.38629436111989
"1253",13046643,72181155,1,33.90358,-118.22761,2,1,1,136,2,1125,1,29,59,89,89,136,0,4.88,1,1,1.72,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,"Entire Unit","Other Cities","Compton",1,1,1,2373,2,3,2,4,0.693147180559945,0.480453013918201,0,4.91998092582813,7.77233157516961,60.4091381143786,469.519851595167,5631129,13362669117,1.58514521986506
"1254",12931414,55555433,1,34.04767,-118.37307,4,1,3,108,30,90,1,0,0,0,125,68,0,4.85,0,1,0.86,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,"Entire Unit","City of Los Angeles","Mid-City",0,1,1,2381,2,3,3,16,1.38629436111989,1.92181205567281,1.09861228866811,4.23410650459726,7.77569574991525,60.46144439525,470.129796217882,5669161,13498272341,1.57897870494939
"1255",12933745,49938966,2,34.14983,-118.25212,4,2,2,170,14,160,1,1,6,28,117,76,2,4.55,0,1,0.99,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,"Condominium","Other Cities","Glendale",1,1,1,2301,3,3,3,16,1.38629436111989,1.92181205567281,0.693147180559945,4.34380542185368,7.74153358928183,59.9313423139788,463.960499574414,5294601,12182876901,1.51512723296286
"1256",12934059,52698897,1,34.02379,-118.48699,2,1,1,186,1,180,1,7,12,17,237,96,5,4.65,0,1,1.24,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,"Entire Unit","Other Cities","Santa Monica",0,1,1,2313,2,3,1,4,0.693147180559945,0.480453013918201,0,4.57471097850338,7.74673290775362,60.0118707440729,464.895933948966,5349969,12374478297,1.53686721959926
"1257",12816576,10596275,6,34.20699,-118.13475,3,1,1,144,2,360,1,13,43,73,348,169,0,4.76,1,6,2.12,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Unincorporated Areas","Altadena",1,1,1,2394,2,3,2,9,1.09861228866811,1.20694896081258,0,5.13579843705026,7.78113850984502,60.5461165093931,471.117718792802,5731236,13720578984,1.56024766824333
"1258",12828541,70004158,1,34.01756,-118.42545,4,1,2,165,1,25,1,7,7,7,7,366,8,4.87,0,1,4.61,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Mar Vista",1,1,1,2383,2,3,1,16,1.38629436111989,1.92181205567281,0.693147180559945,5.90536184805457,7.77653502818524,60.474497044592,470.282044579155,5678689,13532315887,1.5830939370945
"1259",13066306,36175495,3,34.09894,-118.32694,2,1,1,149,30,180,0,0,0,0,0,3,0,5,0,3,0.04,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,2015,2,2,3,4,0.693147180559945,0.480453013918201,0,1.38629436111989,7.60887062919126,57.8949122517694,440.514897412093,4060225,8181353375,1.6094379124341
"1260",12837046,67944780,2,34.06978,-118.35528,4,1,2,199,30,1124,0,0,0,0,0,33,0,4.91,0,2,0.41,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Mid-Wilshire",0,0,1,2392,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,3.52636052461616,7.78030308790837,60.5331161397166,470.965990422553,5721664,13686220288,1.59127394180643
"1261",12954789,71194648,3,34.0654,-118.40098,6,2,4,450,30,1125,1,15,45,75,320,37,0,4.86,0,3,0.47,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","Other Cities","Beverly Hills",1,1,1,2363,3,2,3,36,1.79175946922805,3.2104019955684,1.38629436111989,3.63758615972639,7.76811037852599,60.3435388529632,468.755270440689,5583769,13194446147,1.5810384379124
"1262",12957025,66995138,6,33.33897,-118.32616,6,2,3,419,1,365,1,15,30,54,261,222,0,4.68,1,3,2.91,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,"Condominium","Other Cities","Avalon",0,1,1,2284,3,3,1,36,1.79175946922805,3.2104019955684,1.09861228866811,5.40717177146012,7.7341213033283,59.8166323345967,462.629090432361,5216656,11914842304,1.54329810992956
"1263",12844226,33140111,1,33.95872,-118.43934,2,1,1,85,43,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Entire Unit","City of Los Angeles","Playa del Rey",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"1264",12957647,39082834,1,33.8976,-118.35997,4,2,2,165,30,365,1,0,28,58,332,44,1,4.98,0,1,0.55,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"Condominium","Other Cities","Lawndale",1,1,1,2395,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,3.80666248977032,7.78155595923534,60.552613146711,471.193547679061,5736025,13737779875,1.60542989103656
"1265",13084086,72600325,2,34.16675,-118.37882,6,2,3,268,30,1125,0,0,0,0,0,31,0,4.63,0,2,0.39,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,"Condominium","City of Los Angeles","North Hollywood",0,1,1,2378,3,2,3,36,1.79175946922805,3.2104019955684,1.09861228866811,3.46573590279973,7.77443551030296,60.4418475038596,469.901245542322,5654884,13447314152,1.53255686809814
"1266",12958470,71240028,1,34.14635,-118.11384,5,1,2,162,2,30,1,6,26,56,331,66,4,4.89,0,1,4.47,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","Pasadena",1,0,1,442,2,3,2,25,1.6094379124341,2.59029039398023,0.693147180559945,4.20469261939097,6.09356977004514,37.1315925424079,226.26394983005,195364,86350888,1.58719230348678
"1267",12854934,33703192,1,34.0727,-118.27196,6,1,3,129,30,1125,1,0,0,0,0,6,0,4.67,0,1,0.08,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Entire Unit","City of Los Angeles","Westlake",0,1,1,2382,2,2,3,36,1.79175946922805,3.2104019955684,1.09861228866811,1.94591014905531,7.77611547709874,60.4679719131746,470.205932262809,5673924,13515286968,1.54115907168081
"1268",12862171,7499896,1,34.06584,-118.34627,3,1,1,150,30,35,1,18,18,18,268,18,0,4.88,0,1,0.23,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Mid-Wilshire",0,1,1,2319,2,2,3,9,1.09861228866811,1.20694896081258,0,2.94443897916644,7.74932246466036,60.0519986612897,465.362302273685,5377761,12471027759,1.58514521986506
"1269",13096980,58360256,22,34.01829,-118.5009,2,1,1,105,30,1125,1,0,0,0,1,5,0,4.8,0,22,0.09,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","Santa Monica",0,1,1,1697,2,2,3,4,0.693147180559945,0.480453013918201,0,1.79175946922805,7.43720636687129,55.3120385434309,411.367045219834,2879809,4887035873,1.56861591791385
"1270",13097782,58360256,22,34.01964,-118.50252,2,1,1,79,31,1125,1,7,12,42,97,10,0,4.6,0,22,0.15,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","Santa Monica",0,1,1,1939,2,2,3,4,0.693147180559945,0.480453013918201,0,2.39789527279837,7.57044325205737,57.311611032621,433.874299006443,3759721,7290099019,1.52605630349505
"1271",12972086,71376482,1,34.08669,-118.37054,2,1,1,200,30,1125,1,5,6,9,34,60,0,4.93,1,1,0.76,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,"Entire Unit","Other Cities","West Hollywood",1,1,1,2382,2,3,3,4,0.693147180559945,0.480453013918201,0,4.11087386417331,7.77611547709874,60.4679719131746,470.205932262809,5673924,13515286968,1.5953389880546
"1272",13099488,7512393,4,34.08349,-118.31949,6,1,6,175,31,300,1,0,0,24,203,144,0,4.85,1,3,1.84,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,2353,2,3,3,36,1.79175946922805,3.2104019955684,1.79175946922805,4.97673374242057,7.76387128782022,60.2776973738392,467.988283936667,5536609,13027640977,1.57897870494939
"1273",12972472,44616971,13,33.98492,-118.4314,2,1,1,85,31,1125,1,17,25,25,272,17,0,4.47,0,13,0.22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","City of Los Angeles","Del Rey",0,0,1,2304,2,2,3,4,0.693147180559945,0.480453013918201,0,2.89037175789616,7.74283595543075,59.9515086327112,464.194696623673,5308416,12230590464,1.49738840862548
"1274",12873986,41196460,1,34.05679,-118.46398,2,1,1,80,30,1125,0,0,0,0,0,6,0,5,0,1,0.08,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Entire Unit","Unincorporated Areas","Veterans Administration",0,0,1,2375,2,2,3,4,0.693147180559945,0.480453013918201,0,1.94591014905531,7.77317368048254,60.4222290669464,469.672480699275,5640625,13396484375,1.6094379124341
"1275",12974133,8740615,1,34.0648,-118.4521,2,1,1,85,30,30,0,0,0,0,0,6,0,4.8,0,1,0.08,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,"Entire Unit","City of Los Angeles","Westwood",0,1,1,2393,2,2,3,4,0.693147180559945,0.480453013918201,0,1.94591014905531,7.78072088611792,60.5396175076716,471.04186637953,5726449,13703392457,1.56861591791385
"1276",13114694,57451090,1,34.05932,-118.25862,4,1,1,130,30,1125,0,0,0,0,0,2,0,5,0,1,0.03,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Entire Unit","City of Los Angeles","Westlake",0,1,1,2325,2,2,3,16,1.38629436111989,1.92181205567281,0,1.09861228866811,7.75190533307861,60.0920362930126,465.827776615358,5405625,12568078125,1.6094379124341
"1277",13154696,73124050,1,33.76714,-118.18843,4,1,4,178,31,365,0,0,0,0,0,78,0,4.91,0,1,0.99,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,"Entire Unit","Other Cities","Long Beach",0,1,1,2358,2,3,3,16,1.38629436111989,1.92181205567281,1.38629436111989,4.36944785246702,7.76599307940768,60.3106485094079,468.372078938651,5560164,13110866712,1.59127394180643
"1278",13116418,47900003,1,34.05268,-118.39353,6,2,6,126,30,30,0,0,0,0,0,32,0,4.74,0,1,0.4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Entire Unit","City of Los Angeles","Pico-Robertson",0,1,1,2382,3,2,3,36,1.79175946922805,3.2104019955684,1.79175946922805,3.49650756146648,7.77611547709874,60.4679719131746,470.205932262809,5673924,13515286968,1.55603713570699
"1279",12990359,71567189,1,34.13641,-118.23191,2,1,1,178,4,1125,1,5,24,46,317,14,0,4.71,0,1,0.18,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,"Entire Unit","Other Cities","Glendale",0,0,1,2324,2,2,3,4,0.693147180559945,0.480453013918201,0,2.70805020110221,7.75147531802146,60.0853696058958,465.750259474298,5400976,12551868224,1.54968790802833
"1280",13156197,47591846,2,34.06303,-118.45028,4,1,1,199,30,160,1,0,9,39,48,189,0,4.87,0,2,2.44,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Westwood",1,1,1,2325,2,3,3,16,1.38629436111989,1.92181205567281,0,5.24702407216049,7.75190533307861,60.0920362930126,465.827776615358,5405625,12568078125,1.5830939370945
"1281",13157510,4913777,1,33.92737,-118.42056,2,1,1,250,31,1125,0,0,0,0,0,1,0,5,0,1,0.01,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Entire Unit","Other Cities","El Segundo",0,1,1,2384,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,7.77695440332244,60.4810197913563,470.35813318382,5683456,13549359104,1.6094379124341
"1282",12991317,39435919,1,34.10224,-118.3127,2,1,1,90,30,1125,0,0,0,0,0,6,0,4.83,0,1,0.08,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,2396,2,2,3,4,0.693147180559945,0.480453013918201,0,1.94591014905531,7.78197323443438,60.5591074214532,471.269353054985,5740816,13754995136,1.57484646766448
"1283",13173116,33750867,1,34.06717,-118.45468,4,1,4,75,30,30,1,0,0,0,0,5,0,4,0,1,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Entire Unit","City of Los Angeles","Westwood",0,1,1,2314,2,2,3,16,1.38629436111989,1.92181205567281,1.38629436111989,1.79175946922805,7.74716496652033,60.01856501848,464.973724251991,5354596,12390535144,1.38629436111989
"1284",13000890,57191267,1,34.08772,-118.34624,2,1,1,89,30,1125,0,0,0,0,0,1,0,5,0,1,0.01,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Fairfax",0,0,1,2089,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,7.64491934495886,58.4447917909262,446.805719374544,4363921,9116230969,1.6094379124341
"1285",13135771,51735376,1,34.1086,-118.32063,2,2,2,80,30,1125,1,0,0,0,0,10,0,5,0,1,0.13,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Hollywood Hills",0,1,1,2368,3,2,3,4,0.693147180559945,0.480453013918201,0.693147180559945,2.39789527279837,7.77022320415879,60.3763686424476,469.137860608391,5607424,13278380032,1.6094379124341
"1286",13175834,63619486,1,34.0515,-118.3188,2,1,1,85,30,100,1,0,4,9,80,82,0,4.78,1,1,1.07,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,"Loft","City of Los Angeles","Arlington Heights",0,1,1,2292,2,3,3,4,0.693147180559945,0.480453013918201,0,4.4188406077966,7.7376162828579,59.8707057407478,463.256547605804,5253264,12040481088,1.56444054650336
"1287",13188022,73206916,1,33.86445,-118.39891,2,1,1,150,4,31,1,6,16,17,67,150,2,4.99,0,1,1.9,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Hermosa Beach",1,1,1,2368,2,3,3,4,0.693147180559945,0.480453013918201,0,5.01727983681492,7.77022320415879,60.3763686424476,469.137860608391,5607424,13278380032,1.60743590976343
"1288",13137070,68672147,23,34.0164,-118.49071,2,1,1,95,31,1125,1,0,0,0,0,13,0,4.85,0,19,0.19,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Santa Monica",1,0,1,2064,2,2,3,4,0.693147180559945,0.480453013918201,0,2.63905732961526,7.63288550539513,58.2609411384711,444.699093146515,4260096,8792838144,1.57897870494939
"1289",13191347,73823188,1,34.0385,-118.38493,2,1,1,80,31,31,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Mid-City",0,0,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"1290",13147304,73326371,2,33.96185,-118.45449,2,1,1,130,30,1125,1,30,60,90,365,82,1,4.75,0,2,1.03,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,"Condominium","City of Los Angeles","Playa del Rey",1,1,1,2381,2,3,3,4,0.693147180559945,0.480453013918201,0,4.4188406077966,7.77569574991525,60.46144439525,470.129796217882,5669161,13498272341,1.55814461804655
"1291",13152226,7114846,2,33.83894,-118.38997,2,1,1,105,30,60,1,0,0,1,1,13,0,4.92,0,1,0.18,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,"Condominium","Other Cities","Redondo Beach",0,1,1,2126,2,2,3,4,0.693147180559945,0.480453013918201,0,2.63905732961526,7.66246781520024,58.7134130189795,449.889637578489,4519876,9609256376,1.59330853050422
"1292",13192182,11561385,1,34.08884,-118.28299,4,1,2,323,1,60,1,17,47,77,166,120,3,4.78,0,1,1.53,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Silver Lake",1,1,1,2347,2,3,1,16,1.38629436111989,1.92181205567281,0.693147180559945,4.79579054559674,7.76131918094799,60.2380754285511,467.526930247005,5508409,12928235923,1.56444054650336
"1293",13313893,75250365,2,33.96889,-118.42561,5,1,2,120,30,1125,1,25,25,25,90,23,0,4.73,1,2,0.29,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,"Condominium","City of Los Angeles","Playa Vista",0,1,1,2346,2,2,3,25,1.6094379124341,2.59029039398023,0.693147180559945,3.17805383034795,7.76089319585102,60.2314631974067,467.449952904905,5503716,12911717736,1.55392520250384
"1294",13208885,7095361,3,33.97556,-118.46229,4,2,2,225,30,365,1,30,60,90,137,52,0,4.88,0,3,0.66,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Venice",0,1,1,2374,3,3,3,16,1.38629436111989,1.92181205567281,0.693147180559945,3.97029191355212,7.77275271646874,60.4156847913722,469.596178079458,5635876,13379569624,1.58514521986506
"1295",13418616,63495785,1,34.04546,-118.25961,4,1,1,99,30,1125,0,0,0,0,0,1,0,4,0,1,0.01,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Entire Unit","City of Los Angeles","Downtown",0,1,1,2330,2,2,3,16,1.38629436111989,1.92181205567281,0,0.693147180559945,7.75405263903576,60.1253323289374,466.214991818099,5428900,12649337000,1.38629436111989
"1296",13217036,53182511,1,34.08384,-118.31944,2,1,1,75,30,1125,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"1297",13222026,74184394,1,34.04611,-118.25223,3,1,1,159,30,31,0,0,0,0,0,4,0,4.75,0,1,0.05,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Loft","City of Los Angeles","Downtown",0,1,1,2362,2,2,3,9,1.09861228866811,1.20694896081258,0,1.6094379124341,7.76768727718691,60.3369656361714,468.678680316152,5579044,13177701928,1.55814461804655
"1298",13331556,36856312,1,34.10143,-118.34608,4,1,1,175,30,1125,1,0,0,0,0,1,0,5,0,1,0.01,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,2365,2,2,3,16,1.38629436111989,1.92181205567281,0,0.693147180559945,7.76895604453833,60.3566780219687,468.908378547028,5593225,13227977125,1.6094379124341
